,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K,Thresh,Remove
7_26,Net_SW_Wm2_Avg+Net_LW_Wm2_Avg+WindSpd+NDVI+Deep+Shallow+VPD_est,7,26,58.12688084579575,7.624098690717202,1.1349297690358418,0.6163916181547839,0,30,59.261810614831596,N/A
