,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K,Thresh,Remove
7_45,Net_SW_Wm2_Avg+Net_LW_Wm2_Avg+WindSpd+NDVI+Deep+Shallow+VPD_est,7,45,0.17796658777100158,0.4218608630472867,0.003195631648475851,0.9186590168851416,0,30,0.18116221941947744,N/A
