,Factors,Key,RC: 7_45,RG: 7_45,SE: 7_45,RC_Sum: 7_45,CS: 7_45
0,Net_SW_Wm2_Avg,0,4493.325523355771,1.9358434836069742,3.62235936530286,0.8361050396329055,0.8361050396329055
1,Net_LW_Wm2_Avg,1,313.98053774281317,1.1147698054711024,2.099593373761469,0.058424591894992786,0.8945296315278983
2,WindSpd,2,26.139951243635224,0.2738562072316805,0.7208883991720635,0.004864046652520118,1.0
3,NDVI,3,118.84210552741821,0.7086869771281878,1.3957597521246383,0.02211379585911931,0.981452108121008
4,Deep,4,73.53857242715803,0.48593020302553974,1.0253020836216626,0.013683845226471909,0.99513595334748
5,Shallow,5,128.38416947885108,0.6493363217140238,1.2843678337017934,0.023889355568030433,0.9593383122618887
6,VPD_est,6,219.90520263749156,0.8793819576501847,1.7718377694808942,0.04091932516595996,0.9354489566938583
