,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K,Thresh,Remove
7_43,AirTemp_Avg+Net_SW_Wm2_Avg+Net_LW_Wm2_Avg+Daytime+DSSM+NDVI+WindSpd,7,43,50.07995116050505,7.076718954466473,0.6790534670154286,0.6894392019345401,0,30,50.759004627520476,N/A
