,Factors,Key,RC: 7_75,RG: 7_75,SE: 7_75,RC_Sum: 7_75,CS: 7_75
0,AirTemp_Avg,0,416.33811673966983,0.9694643008212249,1.9902946052753505,0.023184649238163567,0.9952759125125092
1,Net_SW_Wm2_Avg,1,12734.425972324152,2.9619053682622813,6.128051429792539,0.7091428517997231,0.7091428517997231
2,Net_LW_Wm2_Avg,2,1987.0039693466836,1.982357213894526,3.7570516651689805,0.110650426208627,0.8197932780083501
3,Daytime,3,517.0612529475627,0.44889761358499525,3.821371527410922,0.028793625426639616,0.9720912632743457
4,DSSM,4,1264.4488826197153,1.6090243915716806,4.126585351623712,0.0704134515780036,0.8902067295863537
5,NDVI,5,953.3794768456376,1.3295489087700845,3.189376887583794,0.05309090826135229,0.943297637847706
6,WindSpd,6,84.83275583129661,0.26796677028760313,1.2967018661267655,0.004724087487490869,1.0
