,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K,Thresh,Remove
7_75,AirTemp_Avg+Net_SW_Wm2_Avg+Net_LW_Wm2_Avg+Daytime+DSSM+NDVI+WindSpd,7,75,0.12362599026468593,0.35160487804449747,0.0014417278620312756,0.9445054776154674,0,30,0.12506771812671721,N/A
