,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K,Thresh,Remove
4_75,AirTemp_Avg+Net_SW_Wm2_Avg+Net_LW_Wm2_Avg+WindSpd,4,75,0.22937594434558656,0.4789320874044529,0.0031749374324950164,0.8970353365763453,0,30,0.2325508817780816,N/A
