,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K,Thresh,Remove
4_43,AirTemp_Avg+Net_SW_Wm2_Avg+Net_LW_Wm2_Avg+WindSpd,4,43,72.70334464040455,8.526625630365423,0.8578104814046251,0.5491447537068445,0,30,73.56115512180918,N/A
