,Factors,Key,RC: 4_43,RG: 4_43,SE: 4_43,RC_Sum: 4_43,CS: 4_43
0,AirTemp_Avg,0,72.38587558606874,0.4254520713972548,1.2495868050146344,0.046961017796156516,0.9999999999999998
1,Net_SW_Wm2_Avg,1,946.9805071825028,0.8507031001150607,2.4236660272688355,0.6143625132714383,0.6143625132714383
2,Net_LW_Wm2_Avg,2,267.6131498792008,0.8011356111615897,2.0681499509579004,0.17361654870113014,0.7879790619725684
3,WindSpd,3,254.4239331006444,0.9770317780474822,2.00322522156178,0.16505992023127491,0.9530389822038433
