,Factors,Key,RC: 4_75,RG: 4_75,SE: 4_75,RC_Sum: 4_75,CS: 4_75
0,AirTemp_Avg,0,237.9138023254182,0.8068794334928194,1.8864062313276508,0.02099078512401642,0.9915900774957817
1,Net_SW_Wm2_Avg,1,10026.625100517931,2.6292523284753164,5.223592883939091,0.884634396772682,0.884634396772682
2,Net_LW_Wm2_Avg,2,974.343506336277,1.5680190642674763,3.0982997616487653,0.08596489559908331,0.9705992923717652
3,WindSpd,3,95.3197619059711,0.330549333182474,1.6372007456503919,0.00840992250421816,0.9999999999999998
