datetime,Model: PPFD_Avg+AirTC_Avg+Sedge,Model: PPFD_Avg,Model: AirTC_Avg,Model: Sedge,Model: PPFD_Avg+Sedge,Model: AirTC_Avg+Sedge,BestModel: PPFD_Avg+Sedge
2016-07-14 19:30:00,10.200194,9.168423,13.461713,6.0588937,5.0794325,6.824508,6.1658053
2016-07-14 20:00:00,9.0644865,8.122989,12.677525,6.0588937,4.3321824,6.2986593,5.4424744
2016-07-14 20:30:00,8.198222,7.136277,12.424632,6.0588937,4.7326565,6.129079,5.646311
2016-07-14 21:00:00,6.8993087,6.1479993,11.995381,6.0588937,5.2689962,5.841238,6.033028
2016-07-14 21:30:00,5.5768185,6.4332004,11.639335,6.0588937,5.8109655,5.6024857,6.061559
2016-07-14 22:00:00,4.7437406,7.0013957,11.418608,6.0588937,6.1947703,5.4544744,5.607907
2016-07-14 22:30:00,4.2138534,6.981315,11.202318,6.0588937,6.315143,5.309438,5.4542546
2016-07-14 23:00:00,4.3190866,6.9996486,10.554559,6.0588937,6.325733,4.8750734,5.22161
2016-07-14 23:30:00,4.6578045,7.1353445,10.029918,6.0588937,6.4192724,4.5232677,4.993514
2016-07-15 00:00:00,4.7092905,7.195351,9.763715,6.0588937,6.447827,4.347925,4.908051
2016-07-15 00:30:00,4.7089863,7.195873,9.761497,6.0588937,6.448075,4.346947,4.9073086
2016-07-15 01:00:00,4.6782007,7.2182503,9.863542,6.0589414,6.458709,4.4118457,4.875428
2016-07-15 01:30:00,4.629028,7.235181,10.240662,6.06055,6.4662747,4.6695557,4.8510246
2016-07-15 02:00:00,4.6057115,7.2443867,10.3870735,6.0588946,6.47116,4.762767,4.838213
2016-07-15 02:30:00,4.6392946,7.2524624,10.374872,6.1134734,6.458352,4.9183917,4.816836
2016-07-15 03:00:00,4.875043,7.250003,10.435877,6.510329,6.35845,5.9305696,4.761785
2016-07-15 03:30:00,5.1238313,7.236841,10.466934,7.1759925,6.253456,6.922665,4.7219763
2016-07-15 04:00:00,5.3700037,7.2297525,10.564542,6.9454703,6.3870735,7.959387,5.131518
2016-07-15 04:30:00,5.6967993,7.226363,10.484681,8.139704,6.799067,8.877105,5.6731067
2016-07-15 05:00:00,6.0479703,7.197797,10.542357,9.343391,7.2496014,9.887051,6.409099
2016-07-15 05:30:00,6.879248,7.167148,10.275046,10.547079,7.7006617,10.780699,7.1582127
2016-07-15 06:00:00,7.809955,7.1210365,10.600035,11.750767,8.155629,12.041769,8.243728
2016-07-15 06:30:00,8.945641,7.0488725,10.665477,12.954455,9.438287,13.116708,9.944605
2016-07-15 07:00:00,9.053474,6.9950294,10.837399,12.916021,10.084782,13.207176,10.210762
2016-07-15 07:30:00,9.897317,6.9767985,11.124677,13.452239,11.705467,13.87115,11.202041
2016-07-15 08:00:00,10.502505,6.9851274,11.334311,13.988455,12.625787,14.479443,11.942811
2016-07-15 08:30:00,11.434031,6.7733927,11.669282,14.524672,13.7930355,15.177621,12.990715
2016-07-15 09:00:00,13.847525,6.0085135,11.895555,15.884079,16.14106,16.50089,15.418855
2016-07-15 09:30:00,15.369695,7.0992827,12.179504,15.910894,16.964315,16.727425,16.451178
2016-07-15 10:00:00,16.833044,7.9532847,12.622066,16.395748,18.096165,17.458895,17.668365
2016-07-15 10:30:00,17.173325,8.105764,12.908234,16.573372,18.402431,17.815815,17.976782
2016-07-15 11:00:00,18.265871,9.500002,13.28979,15.788218,18.695024,17.41889,18.386599
2016-07-15 11:30:00,19.552275,10.71925,13.893184,16.196323,20.26762,18.200151,19.840134
2016-07-15 12:00:00,19.480812,10.355178,14.482157,15.85595,19.566801,18.331835,19.187506
2016-07-15 12:30:00,19.89748,10.580863,14.99127,15.836726,19.757608,18.679316,19.361753
2016-07-15 13:00:00,20.831223,11.831821,15.510365,15.780791,20.868809,18.97617,20.378248
2016-07-15 13:30:00,20.853254,12.377929,16.315628,14.706065,20.242432,18.476803,19.771267
2016-07-15 14:00:00,19.90451,11.874884,16.859125,13.124947,18.085957,17.296875,17.758251
2016-07-15 14:30:00,17.447977,11.465792,16.994446,9.790959,13.944711,14.57474,14.072208
2016-07-15 15:00:00,15.269808,13.196111,16.118193,6.9039474,11.718446,11.296926,12.220291
2016-07-15 15:30:00,15.483625,15.143698,15.787659,6.059174,10.150029,8.385047,10.831049
2016-07-15 16:00:00,14.989893,14.525167,15.613519,6.058896,9.624253,8.267441,10.317019
2016-07-15 16:30:00,14.19718,13.59933,15.281873,6.0588937,8.8387375,8.045044,9.595667
2016-07-15 17:00:00,13.90778,13.215685,15.228634,6.0588937,8.513242,8.009343,9.2986965
2016-07-15 17:30:00,13.270127,12.4797125,14.974631,6.0588937,7.888822,7.839018,8.728997
2016-07-15 18:00:00,12.475897,11.639998,14.5620165,6.0588937,7.1763864,7.5623336,8.078995
2016-07-15 18:30:00,11.830045,10.774839,14.454427,6.0588937,6.4423614,7.4901876,7.409295
2016-07-15 19:00:00,11.212926,9.79674,14.540942,6.0588937,5.612515,7.548202,6.6521707
2016-07-15 19:30:00,10.699263,8.782037,14.863714,6.0588937,4.7516127,7.764641,5.8667135
2016-07-15 20:00:00,8.982555,7.2977605,14.732831,6.0588937,4.6450195,7.676875,5.5842853
2016-07-15 20:30:00,6.4794374,6.5652113,14.359037,6.0588937,5.9171925,7.4262233,5.9340787
2016-07-15 21:00:00,4.9966393,6.9819827,13.651382,6.0588937,6.317474,6.9516945,5.4605317
2016-07-15 21:30:00,4.505569,6.972827,13.033571,6.058894,6.286043,6.5374126,5.3744226
2016-07-15 22:00:00,4.4154344,7.1853547,11.82013,6.0589294,6.443059,5.723829,4.922282
2016-07-15 22:30:00,4.5423517,7.211683,11.098057,6.0594316,6.4554343,5.241138,4.8846936
2016-07-15 23:00:00,4.6496687,7.18361,10.316086,6.0644655,6.44054,4.731885,4.9237647
2016-07-15 23:30:00,4.798032,7.1947303,8.78653,6.058944,6.4475164,4.462442,4.9089255
2016-07-16 00:00:00,4.9200563,7.2058477,8.078875,6.152374,6.424302,4.8763585,4.8761873
2016-07-16 00:30:00,4.933763,7.212102,7.299123,6.083883,6.448174,5.454452,4.879672
2016-07-16 01:00:00,4.948544,7.2429805,6.8699746,6.094333,6.459679,5.724868,4.8338037
2016-07-16 01:30:00,4.9350114,7.2538605,6.4702578,6.0702324,6.472209,5.9430676,4.822668
2016-07-16 02:00:00,4.9684534,7.2403827,6.147354,6.078714,6.463208,6.160124,4.840329
2016-07-16 02:30:00,4.966717,7.245526,6.022545,6.0707855,6.468075,6.156626,4.834439
2016-07-16 03:00:00,4.9740624,7.2561893,5.987391,6.0768785,6.47129,6.0708203,4.8181486
2016-07-16 03:30:00,4.9941735,7.250358,5.9876823,6.0727096,6.469787,5.9839907,4.8272085
2016-07-16 04:00:00,5.0465207,7.240566,6.0039988,6.0608535,6.4687448,5.9377613,4.8433003
2016-07-16 04:30:00,5.1118217,7.2376885,6.0265284,6.0793247,6.4617395,5.9629593,4.844056
2016-07-16 05:00:00,5.1581135,7.233222,6.0450425,6.0655565,6.4638157,5.9799614,4.8529077
2016-07-16 05:30:00,5.1949058,7.211981,6.0281725,6.0682125,6.452897,5.968094,4.8826804
