datetime,Model: H+Water Table+Wind Spd+Active Layer,Model: H,Model: Water Table,Model: Wind Spd,Model: Active Layer,Model: H+Water Table,Model: H+Wind Spd,Model: H+Active Layer,Model: H+Water Table+Active Layer,Model: H+Wind Spd+Active Layer,BestModel: H+Wind Spd+Active Layer
2017-07-09 10:30:00,-1.2254906,-1.0085818,-0.5834969,-0.48578134,-0.71841514,-0.95056516,-1.2401361,-0.9063094,-0.9060092,-1.1586803,-1.2488219
2017-07-09 11:00:00,-1.2452812,-1.0485432,-0.5834969,-0.49694216,-0.7186263,-0.9980135,-1.2751472,-0.94296736,-0.94432837,-1.1736107,-1.264883
2017-07-09 11:30:00,-1.5242453,-1.2192982,-0.5834969,-0.522422,-0.7188375,-1.2295983,-1.4776624,-1.2265825,-1.216368,-1.4351081,-1.4684209
2017-07-09 12:00:00,-1.5226507,-1.233956,-0.5834969,-0.5323071,-0.7190486,-1.2421439,-1.4562827,-1.2397865,-1.2314435,-1.4213907,-1.4561205
2017-07-09 12:30:00,-1.5804172,-1.2290579,-0.5834969,-0.50655806,-0.71925986,-1.2382662,-1.5396657,-1.2359263,-1.2273085,-1.4906553,-1.5246994
2017-07-09 13:00:00,-1.7503778,-1.3121792,-0.5834969,-0.4922506,-0.7194701,-1.3095361,-1.6568987,-1.2961067,-1.3094647,-1.5936267,-1.6577756
2017-07-09 13:30:00,-1.9367229,-1.4415262,-0.5834969,-0.50527906,-0.719653,-1.4354644,-1.7790205,-1.415148,-1.4669158,-1.717144,-1.7801012
2017-07-09 14:00:00,-1.9890925,-1.4863356,-0.5834969,-0.5148687,-0.71981424,-1.4782765,-1.8196145,-1.466208,-1.5251113,-1.76199,-1.811639
2017-07-09 14:30:00,-2.2714288,-1.6851777,-0.5837303,-0.5294337,-0.7199754,-1.6767596,-2.0742621,-1.7381761,-1.7821605,-2.0476768,-2.0558448
2017-07-09 15:00:00,-1.9347908,-1.5724748,-0.58395016,-0.5741288,-0.7201366,-1.5656617,-1.7718621,-1.5801104,-1.6343652,-1.7238683,-1.7451897
2017-07-09 15:30:00,-1.8947725,-1.6455529,-0.58395016,-0.60388356,-0.72029775,-1.6383703,-1.7413716,-1.6831722,-1.7300363,-1.695125,-1.6991321
2017-07-09 16:00:00,-1.7328914,-1.6494563,-0.58395016,-0.6119628,-0.7204589,-1.642254,-1.5934784,-1.6893905,-1.7358167,-1.5648792,-1.5512806
2017-07-09 16:30:00,-1.5289549,-1.5977113,-0.58395016,-0.5871599,-0.7206201,-1.5907706,-1.4099182,-1.6172006,-1.6692835,-1.3919847,-1.4168947
2017-07-09 17:00:00,-1.5132514,-1.6919198,-0.58395016,-0.55062497,-0.72078127,-1.684503,-1.4367945,-1.7511041,-1.7924132,-1.4151907,-1.4616482
2017-07-09 17:30:00,-1.3378345,-1.5893193,-0.58415014,-0.5350387,-0.72094244,-1.583456,-1.3071885,-1.6068015,-1.6577457,-1.2633331,-1.3156178
2017-07-09 18:00:00,-1.2783532,-1.5957562,-0.58435017,-0.51272595,-0.72110367,-1.5908955,-1.2782241,-1.6164134,-1.6647693,-1.2189401,-1.2770401
2017-07-09 18:30:00,-1.120545,-1.4741677,-0.58435017,-0.4967563,-0.72126484,-1.4697932,-1.1353762,-1.4569783,-1.5074762,-1.0437658,-1.1076796
2017-07-09 19:00:00,-1.1624333,-1.4643036,-0.58435017,-0.5134031,-0.721426,-1.4598063,-1.1529521,-1.4463166,-1.4953661,-1.0765643,-1.1353164
2017-07-09 19:30:00,-1.1884297,-1.4518965,-0.5845502,-0.5253927,-0.7215872,-1.4483386,-1.1604794,-1.432776,-1.4779025,-1.0946653,-1.1466173
2017-07-09 20:00:00,-1.1934667,-1.4233962,-0.5847502,-0.53598255,-0.72174835,-1.4202192,-1.1501522,-1.4021609,-1.4403639,-1.0943766,-1.1341342
2017-07-09 20:30:00,-1.0917499,-1.3294176,-0.5847502,-0.5272466,-0.7219095,-1.3194741,-1.0339909,-1.3132446,-1.3249757,-0.9949712,-1.0183625
2017-07-09 21:00:00,-1.0387243,-1.2395034,-0.5847502,-0.53709,-0.7220707,-1.2306986,-0.9655278,-1.2493317,-1.2343757,-0.96014804,-0.9556644
2017-07-09 21:30:00,-0.79938567,-1.0796145,-0.5847502,-0.5248221,-0.72223186,-1.0208195,-0.7502036,-0.98924595,-0.98394275,-0.69956136,-0.7556995
2017-07-09 22:00:00,-0.6023321,-0.7209467,-0.5847502,-0.54950637,-0.72239304,-0.663546,-0.47356984,-0.6906852,-0.6759346,-0.474824,-0.5247247
2017-07-09 22:30:00,-0.2910067,-0.17604835,-0.5847502,-0.58032227,-0.7225542,-0.19079669,-0.096951135,-0.29177657,-0.28609756,-0.18447275,-0.20789634
2017-07-09 23:00:00,-0.12345616,0.051118482,-0.5847502,-0.59916025,-0.72270775,-0.002989899,0.020129729,-0.13129382,-0.15032648,-0.062303167,-0.06355069
2017-07-09 23:30:00,0.020490456,0.26399553,-0.5849502,-0.59559405,-0.72282785,0.16807334,0.1489244,0.007194985,-0.02165277,0.043880094,0.053816665
2017-07-10 00:00:00,0.17196678,0.33544958,-0.58515024,-0.5830112,-0.72294796,0.32143486,0.2819397,0.13035528,0.123249166,0.16987078,0.1757472
2017-07-10 00:30:00,0.19053309,0.35206366,-0.58515024,-0.5612042,-0.72306806,0.35684222,0.33469462,0.1609038,0.1617121,0.21931432,0.22026198
2017-07-10 01:00:00,0.22914807,0.3733318,-0.58515024,-0.5495461,-0.72317564,0.40216833,0.38387567,0.1999688,0.21128176,0.26960206,0.26356536
2017-07-10 01:30:00,0.33021837,0.41298187,-0.58515024,-0.5606658,-0.72327846,0.48666954,0.43477517,0.27284485,0.3038882,0.32926947,0.32988542
2017-07-10 02:00:00,0.39520591,0.43849456,-0.58515024,-0.5670496,-0.7233813,0.54104125,0.47268128,0.32027823,0.36349028,0.36988646,0.37426454
2017-07-10 02:30:00,0.47231865,0.44012147,-0.58515024,-0.6170279,-0.72348404,0.5445086,0.47155076,0.32346082,0.36733097,0.3968929,0.38075846
2017-07-10 03:00:00,0.56249857,0.47181082,-0.58515024,-0.6131954,-0.72358686,0.612044,0.5523832,0.38258415,0.44128716,0.47517997,0.4472202
2017-07-10 03:30:00,0.4732051,0.4547124,-0.58515024,-0.6037025,-0.7236897,0.5756043,0.48975456,0.35095018,0.40147895,0.40310663,0.4069798
2017-07-10 04:00:00,0.44338125,0.4639635,-0.58515024,-0.55590993,-0.7237925,0.59531975,0.5257981,0.36833858,0.42311805,0.42582697,0.42754096
2017-07-10 04:30:00,0.38982582,0.4247877,-0.58515024,-0.59522545,-0.7238953,0.51182985,0.4299131,0.29549456,0.33170468,0.3336504,0.3467309
2017-07-10 05:00:00,0.4464727,0.42090327,-0.58515024,-0.5658354,-0.7239981,0.50355136,0.4959563,0.28840798,0.32267898,0.35926908,0.3305474
2017-07-10 05:30:00,0.36732757,0.39127982,-0.58515024,-0.5690774,-0.72410095,0.44041836,0.4221906,0.23390542,0.25356483,0.29567075,0.26888376
2017-07-10 06:00:00,0.3378886,0.3933298,-0.58515024,-0.60786855,-0.72420377,0.4447875,0.36395228,0.23777847,0.25839335,0.27643442,0.28461587
2017-07-10 06:30:00,0.13593386,0.3254714,-0.58515024,-0.56904274,-0.7243065,0.30016977,0.28204316,0.11351233,0.100019686,0.16490464,0.16859554
2017-07-10 07:00:00,0.11798375,0.3104357,-0.58515024,-0.5878174,-0.72440934,0.2681259,0.23492192,0.08591347,0.06677132,0.12059384,0.13006632
2017-07-10 07:30:00,0.030959059,0.24276958,-0.58515024,-0.60774446,-0.72451216,0.14993988,0.0981152,-0.010544906,-0.044989835,0.022299696,0.033751953
2017-07-10 08:00:00,-0.049018126,0.13109271,-0.58515024,-0.60928786,-0.724615,0.06366705,0.023725856,-0.08150438,-0.1114601,-0.045214783,-0.028566908
2017-07-10 08:30:00,-0.37391248,-0.29171982,-0.58515024,-0.6125682,-0.7247178,-0.28636953,-0.27779564,-0.3809435,-0.3659345,-0.31229743,-0.3314259
2017-07-10 09:00:00,-0.5154838,-0.503733,-0.58515024,-0.6059036,-0.72482055,-0.46976316,-0.35590294,-0.5346277,-0.51579535,-0.40206927,-0.44421336
2017-07-10 09:30:00,-0.7932497,-0.836568,-0.58515024,-0.61729574,-0.7249234,-0.76274407,-0.65064174,-0.79100466,-0.778974,-0.67157626,-0.7239153
2017-07-10 10:00:00,-0.9370558,-1.0611731,-0.58515024,-0.61107385,-0.72501475,-0.9807749,-0.8412033,-0.9766628,-0.9706157,-0.8272611,-0.8878968
2017-07-10 10:30:00,-1.1383848,-1.1852043,-0.58515024,-0.61312443,-0.7250878,-1.1730982,-1.0559993,-1.1942588,-1.1836494,-1.069792,-1.071482
2017-07-10 11:00:00,-1.1910605,-1.2601564,-0.58515024,-0.5985946,-0.72515583,-1.2435383,-1.0978942,-1.2692534,-1.2627412,-1.1003819,-1.0874727
2017-07-10 11:30:00,-1.3507556,-1.3368787,-0.5853503,-0.61717105,-0.7252238,-1.3274397,-1.2261328,-1.3289316,-1.3460654,-1.2231194,-1.2338331
2017-07-10 12:00:00,-1.4563686,-1.4110805,-0.58555025,-0.6165066,-0.7252917,-1.4098257,-1.3139182,-1.4040457,-1.4384713,-1.3053331,-1.3161132
2017-07-10 12:30:00,-1.6881647,-1.5580858,-0.5853503,-0.61505276,-0.72535974,-1.558936,-1.5392566,-1.5878179,-1.6317719,-1.5185744,-1.5205739
2017-07-10 13:00:00,-1.5312941,-1.5760615,-0.58515024,-0.5883765,-0.7254277,-1.5754409,-1.386287,-1.6135033,-1.657888,-1.391229,-1.4158984
2017-07-10 13:30:00,-1.5334924,-1.5699811,-0.58695036,-0.5931866,-0.7254819,-1.5803305,-1.3903817,-1.6055498,-1.6402493,-1.3961526,-1.4178667
2017-07-10 14:00:00,-1.3961718,-1.5083263,-0.58875054,-0.5818199,-0.7255042,-1.5288713,-1.3038605,-1.5204204,-1.5500244,-1.2992572,-1.3260792
2017-07-10 14:30:00,-1.5034076,-1.5707597,-0.58655035,-0.5827156,-0.7255156,-1.5786966,-1.3673356,-1.607539,-1.6439111,-1.3725423,-1.4004159
2017-07-10 15:00:00,-1.4105028,-1.5110934,-0.58435017,-0.57665145,-0.72552705,-1.5064049,-1.2983625,-1.5249146,-1.5836444,-1.2916324,-1.3208764
2017-07-10 15:30:00,-1.3351312,-1.4589776,-0.5845502,-0.5715665,-0.7255385,-1.4555078,-1.2409112,-1.4601876,-1.5142976,-1.221472,-1.2519413
2017-07-10 16:00:00,-1.4114162,-1.555086,-0.5847502,-0.56106144,-0.72554994,-1.5525011,-1.3156058,-1.5868696,-1.637565,-1.307204,-1.3449578
2017-07-10 16:30:00,-1.3630337,-1.5719728,-0.5849502,-0.53990793,-0.7255614,-1.5703375,-1.2983805,-1.6107804,-1.6578854,-1.2786561,-1.327497
2017-07-10 17:00:00,-1.3544891,-1.6055484,-0.58515024,-0.5251467,-0.72556823,-1.6047786,-1.3070409,-1.6585106,-1.6998928,-1.2830278,-1.336145
2017-07-10 17:30:00,-1.1808513,-1.4593679,-0.5853503,-0.51173717,-0.725574,-1.4602786,-1.1454613,-1.4618437,-1.5087191,-1.0836356,-1.1432402
2017-07-10 18:00:00,-1.2204162,-1.468433,-0.58555025,-0.5214033,-0.72557974,-1.4705505,-1.1699826,-1.4727496,-1.5198147,-1.1185203,-1.1747516
2017-07-10 18:30:00,-1.1973654,-1.4128247,-0.58555025,-0.53095526,-0.7255855,-1.4117264,-1.1317312,-1.4100868,-1.4465497,-1.0887251,-1.1333897
2017-07-10 19:00:00,-1.1772013,-1.3476204,-0.58555025,-0.54608506,-0.7255913,-1.3404205,-1.0932808,-1.3437375,-1.3632718,-1.0670456,-1.0863706
2017-07-10 19:30:00,-1.1761883,-1.3394694,-0.5857503,-0.5507256,-0.725597,-1.3317832,-1.0929534,-1.3359343,-1.3531299,-1.0709188,-1.0853304
2017-07-10 20:00:00,-1.1119491,-1.3311378,-0.5859503,-0.53107655,-0.7256028,-1.3226593,-1.045099,-1.3279527,-1.3432419,-1.0189332,-1.0435963
2017-07-10 20:30:00,-0.9653187,-1.227485,-0.5861503,-0.5150596,-0.7256085,-1.1994162,-0.91753525,-1.2517904,-1.2349021,-0.9131092,-0.92946905
2017-07-10 21:00:00,-0.8399687,-1.1615252,-0.5863503,-0.4989847,-0.72561425,-1.1173832,-0.8561714,-1.1487572,-1.1396778,-0.8209582,-0.8618738
2017-07-10 21:30:00,-0.6962329,-1.0460182,-0.5863503,-0.5104539,-0.72562003,-0.9378913,-0.70491725,-0.9650822,-0.9534651,-0.67618406,-0.7154273
2017-07-10 22:00:00,-0.55041194,-0.82638735,-0.5863503,-0.51082295,-0.7256258,-0.73794794,-0.542073,-0.7891317,-0.77217066,-0.5321977,-0.5660153
2017-07-10 22:30:00,-0.3349047,-0.54041946,-0.5863503,-0.45781288,-0.72563154,-0.48905256,-0.29471758,-0.56796056,-0.5455404,-0.29012576,-0.32481065
2017-07-10 23:00:00,-0.14466365,-0.19832037,-0.5863503,-0.43678883,-0.7256373,-0.20245366,-0.027090382,-0.321589,-0.3142622,-0.06331239,-0.09999735
2017-07-10 23:30:00,0.036012698,0.116748564,-0.58655035,-0.41112584,-0.7256368,0.059945334,0.20269011,-0.09818224,-0.124985434,0.15433083,0.09128719
2017-07-11 00:00:00,0.053968776,0.25973898,-0.5867503,-0.45900133,-0.7256331,0.17598896,0.2744447,-0.0034434902,-0.03885294,0.1807416,0.0945596
2017-07-11 00:30:00,0.22814588,0.36017126,-0.5867503,-0.46992084,-0.72562945,0.38501477,0.46213096,0.18016587,0.15739451,0.3497935,0.24633978
2017-07-11 01:00:00,0.24934773,0.36903656,-0.5867503,-0.46319368,-0.72562575,0.4039083,0.48084497,0.19649296,0.17732196,0.3729927,0.26438844
2017-07-11 01:30:00,0.34336096,0.41761506,-0.5867503,-0.5074699,-0.7256221,0.50743735,0.517174,0.2883613,0.29060262,0.394809,0.3483979
2017-07-11 02:00:00,0.30263078,0.3924747,-0.5867503,-0.53709185,-0.7256184,0.45385885,0.43094212,0.24097054,0.23193769,0.31817496,0.2974106
2017-07-11 02:30:00,0.27304488,0.3758816,-0.5867503,-0.54755455,-0.7256148,0.41849607,0.39055115,0.20974527,0.19322638,0.27733147,0.26829648
2017-07-11 03:00:00,0.39908743,0.44010818,-0.5867503,-0.52245295,-0.7256111,0.5553738,0.5264256,0.33130902,0.34318966,0.41698903,0.39135534
2017-07-11 03:30:00,0.51218927,0.49286294,-0.5867503,-0.51492167,-0.72560745,0.6678033,0.6197424,0.43100816,0.4662308,0.51597464,0.494928
2017-07-11 04:00:00,0.45875227,0.46003038,-0.5867503,-0.5410316,-0.72560376,0.59783137,0.5333102,0.36919606,0.38974965,0.43230635,0.42670327
2017-07-11 04:30:00,0.6154891,0.5312412,-0.58695036,-0.5306077,-0.7256001,0.7509558,0.6640558,0.5034101,0.5515988,0.5703926,0.56351805
2017-07-11 05:00:00,0.40774697,0.4350422,-0.5871504,-0.53585166,-0.7255964,0.54730105,0.50016046,0.32229394,0.32503128,0.39230835,0.38019764
2017-07-11 05:30:00,0.4196931,0.43705535,-0.5871504,-0.54604447,-0.7255928,0.5515915,0.48999333,0.3262406,0.32975656,0.38634044,0.38427573
2017-07-11 06:00:00,0.27803636,0.37472993,-0.5871504,-0.54382116,-0.72558916,0.41876537,0.39361537,0.2085468,0.18489926,0.27995855,0.26498502
2017-07-11 06:30:00,0.23532413,0.35957533,-0.5871504,-0.5255695,-0.72558546,0.38646823,0.40093994,0.18013029,0.15233032,0.27419782,0.23433839
2017-07-11 07:00:00,0.19547187,0.33414418,-0.5871504,-0.55407244,-0.72558177,0.33267534,0.3155871,0.13314585,0.10115033,0.19848941,0.19125687
2017-07-11 07:30:00,0.1009826,0.2824223,-0.5871504,-0.58180046,-0.7255781,0.22483353,0.19671826,0.036709834,-0.0011242735,0.077017955,0.08541202
2017-07-11 08:00:00,-0.13494079,-0.029036175,-0.5871504,-0.5590998,-0.7255745,-0.05583943,0.03930627,-0.20479919,-0.21450455,-0.086898185,-0.108573444
2017-07-11 08:30:00,-0.42856923,-0.6195086,-0.5871504,-0.5397389,-0.7255708,-0.5462017,-0.38654083,-0.63035756,-0.60528874,-0.42534962,-0.47152042
2017-07-11 09:00:00,-0.44414255,-0.64085656,-0.5871504,-0.5430574,-0.72556716,-0.5648432,-0.40521103,-0.6471448,-0.6223799,-0.44298953,-0.48752213
2017-07-11 09:30:00,-0.53150755,-0.80667293,-0.5871504,-0.53558177,-0.72556347,-0.7123608,-0.53870726,-0.7781503,-0.7580843,-0.5404595,-0.5869268
2017-07-11 10:00:00,-0.9813487,-1.2092875,-0.5871504,-0.5479856,-0.7255598,-1.1683303,-0.95854723,-1.2395684,-1.2241864,-0.986969,-0.9754353
2017-07-11 10:30:00,-1.1845615,-1.3486168,-0.5871504,-0.55878323,-0.72555614,-1.3437146,-1.1149337,-1.3518885,-1.3650578,-1.1025306,-1.1164366
2017-07-11 11:00:00,-1.1702892,-1.3850559,-0.5871504,-0.53360534,-0.72555244,-1.3876913,-1.1091759,-1.3895757,-1.411631,-1.0774878,-1.114937
2017-07-11 11:30:00,-1.2857027,-1.4969103,-0.5873504,-0.5313498,-0.7255488,-1.5092276,-1.2136935,-1.5210596,-1.562851,-1.1849656,-1.2363809
2017-07-11 12:00:00,-1.2976024,-1.5566541,-0.58755046,-0.5149238,-0.7255451,-1.5707446,-1.2445707,-1.6045705,-1.6390191,-1.2106582,-1.2672184
2017-07-11 12:30:00,-1.3766836,-1.6206262,-0.58755046,-0.51897526,-0.7255415,-1.634073,-1.3116491,-1.695616,-1.721468,-1.2965322,-1.3489382
2017-07-11 13:00:00,-1.3575345,-1.6091801,-0.58755046,-0.51632077,-0.72553784,-1.6227422,-1.2966138,-1.6797429,-1.7071953,-1.2762623,-1.330146
2017-07-11 13:30:00,-1.5245404,-1.6484555,-0.58755046,-0.5561639,-0.72553414,-1.6614327,-1.3984348,-1.7359885,-1.7579712,-1.4157225,-1.4585557
2017-07-11 14:00:00,-1.5950089,-1.7434655,-0.58755046,-0.5442434,-0.72553045,-1.7544202,-1.4838712,-1.8714454,-1.8802246,-1.5062318,-1.5511937
2017-07-11 14:30:00,-1.4337077,-1.6485622,-0.58775043,-0.5256891,-0.7255268,-1.662846,-1.3487136,-1.7369434,-1.7580638,-1.3464537,-1.3970597
2017-07-11 15:00:00,-1.3916782,-1.6197283,-0.58795047,-0.5221227,-0.7255232,-1.6355886,-1.3157442,-1.6963476,-1.7206345,-1.3054602,-1.3566244
2017-07-11 15:30:00,-1.4499651,-1.6374449,-0.58815044,-0.5344728,-0.7255195,-1.6543293,-1.3519704,-1.7219397,-1.7429045,-1.3551248,-1.4053023
2017-07-11 16:00:00,-1.5032694,-1.6906959,-0.5883505,-0.53286666,-0.72551584,-1.7077342,-1.3999809,-1.7980565,-1.8107462,-1.411519,-1.4634867
2017-07-11 16:30:00,-1.5435145,-1.6850542,-0.5883505,-0.5496957,-0.72551215,-1.7022498,-1.4263628,-1.7904364,-1.8039175,-1.4457339,-1.4921262
2017-07-11 17:00:00,-1.5404046,-1.6794122,-0.5883505,-0.55085206,-0.7255085,-1.696765,-1.4223012,-1.7828164,-1.7970887,-1.4420358,-1.4878272
2017-07-11 17:30:00,-1.5284697,-1.6737705,-0.5885505,-0.54949975,-0.7255048,-1.69259,-1.4126707,-1.7751963,-1.7894025,-1.4321909,-1.4784971
2017-07-11 18:00:00,-1.4251112,-1.5929818,-0.58875054,-0.54666764,-0.7255011,-1.6139209,-1.3289436,-1.6607287,-1.6853433,-1.3344839,-1.3796754
2017-07-11 18:30:00,-1.476449,-1.6845086,-0.58875054,-0.5259288,-0.7254975,-1.7043383,-1.3832039,-1.7912678,-1.8031296,-1.3899713,-1.4406304
2017-07-11 19:00:00,-1.253141,-1.6058815,-0.58875054,-0.48644164,-0.72549385,-1.6266907,-1.2460347,-1.6798735,-1.7026998,-1.1946793,-1.2596616
2017-07-11 19:30:00,-1.2081244,-1.5528054,-0.58875054,-0.49053332,-0.72549015,-1.573476,-1.2013377,-1.6050282,-1.6350383,-1.1443093,-1.2090563
2017-07-11 20:00:00,-1.1542856,-1.455243,-0.58875054,-0.50978816,-0.7254865,-1.4702011,-1.1382943,-1.4738656,-1.4984314,-1.0878826,-1.1451501
2017-07-11 20:30:00,-1.1186419,-1.441912,-0.5889505,-0.5038817,-0.7254828,-1.4554875,-1.1157703,-1.4584601,-1.4785508,-1.0595008,-1.1174425
2017-07-11 21:00:00,-1.0562884,-1.3733368,-0.58915055,-0.51638645,-0.7254792,-1.367573,-1.06367,-1.3817611,-1.3894924,-1.0295593,-1.0711056
2017-07-11 21:30:00,-0.97474015,-1.2884401,-0.58915055,-0.5362586,-0.7254755,-1.2350512,-1.0048026,-1.302223,-1.2949389,-1.0090429,-1.0196297
2017-07-11 22:00:00,-0.9179289,-1.2628858,-0.58915055,-0.52706623,-0.7254718,-1.1961493,-0.9648387,-1.2833564,-1.2712497,-0.97050095,-0.98069954
2017-07-11 22:30:00,-0.550464,-1.0024363,-0.58915055,-0.5156728,-0.72546816,-0.87962866,-0.67488724,-0.9378794,-0.9114997,-0.6604718,-0.699107
2017-07-11 23:00:00,-0.39285675,-0.68316305,-0.58915055,-0.54300785,-0.7254645,-0.596786,-0.43984583,-0.6858793,-0.6634588,-0.47507185,-0.5178974
2017-07-11 23:30:00,-0.07543469,-0.07117311,-0.58915055,-0.54275507,-0.7254608,-0.091303505,0.028610457,-0.24002974,-0.24753045,-0.09753526,-0.138328
2017-07-12 00:00:00,0.24463676,0.3238871,-0.58915055,-0.5824978,-0.7254572,0.33104116,0.2628137,0.117321305,0.07806187,0.14982419,0.15944974
2017-07-12 00:30:00,0.31824768,0.3571447,-0.5893506,-0.6173747,-0.7254535,0.40138227,0.29881763,0.18043648,0.14531408,0.21267115,0.22077398
2017-07-12 01:00:00,0.41161734,0.40423787,-0.58955055,-0.6033597,-0.72544986,0.5010828,0.42118597,0.2696789,0.2427163,0.33323717,0.31805515
2017-07-12 01:30:00,0.5399169,0.45179015,-0.58955055,-0.6085717,-0.72544616,0.60001934,0.5147003,0.35959542,0.344616,0.43050557,0.4122089
2017-07-12 02:00:00,0.51084745,0.44151598,-0.58955055,-0.60661787,-0.7254425,0.5786679,0.49834335,0.34036154,0.32105845,0.41203952,0.3922156
2017-07-12 02:30:00,0.4600401,0.43225074,-0.58955055,-0.574514,-0.72543883,0.5594131,0.5159018,0.32302988,0.3008629,0.38735867,0.36346853
2017-07-12 03:00:00,0.46842068,0.43298048,-0.58955055,-0.5823239,-0.7254352,0.56092966,0.5108017,0.32454383,0.3024829,0.39213938,0.36848116
2017-07-12 03:30:00,0.5602101,0.46281618,-0.58955055,-0.6004091,-0.7254315,0.62314165,0.55827844,0.38099957,0.37052137,0.4618153,0.43626666
2017-07-12 04:00:00,0.36399728,0.42386764,-0.58955055,-0.4871116,-0.72542787,0.5419915,0.563959,0.30763513,0.28281766,0.3671795,0.39752966
2017-07-12 04:30:00,0.29699075,0.40173316,-0.58955055,-0.48002285,-0.7254242,0.49585128,0.5130092,0.26592773,0.23755132,0.30681604,0.34417558
2017-07-12 05:00:00,0.3206997,0.40920568,-0.58955055,-0.4853203,-0.72542053,0.511459,0.5281161,0.28019607,0.25279862,0.32793033,0.36193365
2017-07-12 05:30:00,0.21529077,0.37522852,-0.58955055,-0.4490722,-0.72541684,0.44046474,0.46929765,0.21609859,0.18342863,0.23030965,0.279249
2017-07-12 06:00:00,0.05475651,0.3178076,-0.58955055,-0.38822234,-0.7254132,0.32030916,0.33930486,0.10726904,0.069996946,0.06818437,0.11030101
2017-07-12 06:30:00,0.08060985,0.32698303,-0.58955055,-0.41835803,-0.7254095,0.339612,0.36093968,0.12478077,0.087263696,0.09415423,0.14387046
2017-07-12 07:00:00,0.09893017,0.3278066,-0.58955055,-0.5074406,-0.7254059,0.3413446,0.3132782,0.12647586,0.08875256,0.10540842,0.14509235
2017-07-12 07:30:00,-0.07843528,0.26905924,-0.58955055,-0.4924645,-0.7254022,0.21176516,0.17970578,0.014333357,-0.023316901,-0.054288875,-0.005991231
2017-07-12 08:00:00,-0.38396809,-0.08812965,-0.58955055,-0.49887055,-0.72539854,-0.107254036,-0.1722794,-0.2550893,-0.2612383,-0.370254,-0.36619484
2017-07-12 08:30:00,-0.73279154,-0.51880527,-0.58955055,-0.5032828,-0.72539485,-0.4548658,-0.6398543,-0.5663491,-0.54873526,-0.743929,-0.7654654
2017-07-12 09:00:00,-1.3796085,-1.1427451,-0.58955055,-0.4929839,-0.7253912,-1.0631444,-1.4629451,-1.1282103,-1.101165,-1.3988651,-1.4819975
2017-07-12 09:30:00,-1.504424,-1.1717352,-0.58955055,-0.46572325,-0.7253875,-1.0998875,-1.5722506,-1.1910774,-1.1568011,-1.5420599,-1.5985024
2017-07-12 10:00:00,-1.707831,-1.2900723,-0.58955055,-0.47113478,-0.7253839,-1.231645,-1.699843,-1.3074217,-1.3035752,-1.6759317,-1.736856
2017-07-12 10:30:00,-1.8190639,-1.3804153,-0.58955055,-0.48560292,-0.7253802,-1.3740085,-1.7576437,-1.3957003,-1.4035802,-1.7446573,-1.8047363
2017-07-12 11:00:00,-2.0554502,-1.4827175,-0.58955055,-0.46202654,-0.72537655,-1.5022699,-1.9550104,-1.5188472,-1.5402458,-1.9679452,-2.0097103
2017-07-12 11:30:00,-2.0204003,-1.5068847,-0.58955055,-0.48849046,-0.72537285,-1.5294652,-1.9182879,-1.5530391,-1.5757848,-1.9316579,-1.9683055
2017-07-12 12:00:00,-2.1267803,-1.5604812,-0.58955055,-0.48433927,-0.7253692,-1.5861003,-2.0080776,-1.6289198,-1.6534703,-2.031111,-2.060597
2017-07-12 12:30:00,-2.1535378,-1.5986663,-0.58955055,-0.49903864,-0.7253655,-1.6242836,-2.026282,-1.6835722,-1.704249,-2.0550282,-2.077713
2017-07-12 13:00:00,-2.1812286,-1.6368514,-0.58955055,-0.51373804,-0.7253539,-1.6621585,-2.0444863,-1.7380369,-1.7536268,-2.0793347,-2.094128
2017-07-12 13:30:00,-2.2089198,-1.6750367,-0.58955055,-0.5281765,-0.7253165,-1.6999593,-2.0626905,-1.7925019,-1.8030045,-2.0982356,-2.1105108
2017-07-12 14:00:00,-2.234964,-1.7132218,-0.58955055,-0.5419631,-0.72527915,-1.7374896,-2.0808947,-1.8469667,-1.8523335,-2.1137695,-2.1259475
2017-07-12 14:30:00,-2.2544167,-1.751407,-0.5897506,-0.55477935,-0.7252418,-1.7759204,-2.0978549,-1.9014316,-1.9005644,-2.1293037,-2.1410275
2017-07-12 15:00:00,-2.2639372,-1.7895921,-0.5899506,-0.5697143,-0.7252044,-1.8143512,-2.1042747,-1.9558964,-1.9486811,-2.1344192,-2.145456
2017-07-12 15:30:00,-2.363096,-1.8277774,-0.5899506,-0.5601856,-0.725167,-1.8514724,-2.1922584,-2.0103612,-1.9976734,-2.2280283,-2.2386096
2017-07-12 16:00:00,-2.3634734,-1.8659625,-0.5899506,-0.57746464,-0.7251296,-1.8887192,-2.1874907,-2.0648263,-2.0466657,-2.222434,-2.2308686
2017-07-12 16:30:00,-2.4933805,-1.9041477,-0.5901506,-0.5580576,-0.72509223,-1.9277467,-2.3102996,-2.1192908,-2.0944517,-2.3523986,-2.3619049
2017-07-12 17:00:00,-2.4436092,-1.9423331,-0.5903506,-0.5868994,-0.72505486,-1.9667739,-2.2657053,-2.1737556,-2.142015,-2.30488,-2.310052
2017-07-12 17:30:00,-1.7227311,-1.588465,-0.59055066,-0.6077839,-0.7250175,-1.6201003,-1.6317929,-1.6727902,-1.687341,-1.649231,-1.6526685
