,Factors,Key,RC_Sum: 21_75,RC: 21_75,RG: 21_75,SE: 21_75,CS: 21_75,RC_Sum: 10_75,RC: 10_75,RG: 10_75,SE: 10_75,CS: 10_75
0,AirTC_Avg,0,0.009327725141007033,78.36976921666565,0.11481000160177549,1.2241350380286855,0.98205737915656,0.0,0.0,0.0,0.0,1.0000000000000002
1,VPD,1,0.05841425856452092,490.78546949657465,0.9170128068576255,2.6746630084338348,0.5697493945369213,0.06338683935772538,658.8499834917928,1.1094399640957515,2.796065347541095,0.7733034097378431
2,u*,2,0.0250152198602222,210.1731105616727,0.31662832722067835,1.8782859380392292,0.8515218994336355,0.0364269978218259,378.6263387912642,0.7902202694366376,2.169754296554646,0.9250338577409138
3,wind_speed,3,0.03277877674309702,275.4010361291352,0.29688547011464833,1.920995040838706,0.7403790444077968,0.018335284713972503,190.5790248184351,0.3559029173416396,1.7373515313522152,1.0000000000000002
4,air_pressure,4,0.015768203358016604,132.4814399490121,0.45504089693228406,1.469265888387212,0.90785898098333,0.0,0.0,0.0,0.0,1.0000000000000002
5,NR_Wm2_Avg,5,0.025797688269973054,216.74726103936197,0.19204333623250325,1.942228975125118,0.8265066795734134,0.02855443020512147,296.7979798312653,0.5553123721232017,2.345719726976461,0.9535882879460353
6,PPFD_Avg,6,0.5113351359724004,4296.140376430841,1.687769350844125,5.5487413782272546,0.5113351359724004,0.5790937649565672,6019.166144704359,2.4033254827993615,6.858113745479997,0.5790937649565672
7,Table_1,7,0.014265432198269213,119.8554430210892,0.29174442871784173,1.4584441541589601,0.9376474630687731,0.0,0.0,0.0,0.0,1.0000000000000002
8,VWC_2,8,0.012494419124663767,104.97572864700417,0.29777289318541683,1.427501811594818,0.9501418821934369,0.0,0.0,0.0,0.0,1.0000000000000002
9,VWC_1,9,0.0244258862397442,205.22164178120468,0.5785303149061898,1.9608405351446587,0.8759477856733797,0.0,0.0,0.0,0.0,1.0000000000000002
10,Active_Layer_1,10,0.04644297419580666,390.20501938460603,0.9658842201034228,2.606088241681885,0.6650100024310602,0.06400713366577371,665.2973927451757,1.3065497428178787,2.4371161212158894,0.7099165703801177
11,Temp_2_5_1,11,0.016142991951933545,135.63034229833005,0.09242951646447183,1.574338088454827,0.8920907776253133,0.0,0.0,0.0,0.0,1.0000000000000002
12,Temp_5_1,12,0.04259026523363951,357.83529282645173,0.4461791556949417,2.125885542926627,0.7076002676646997,0.06681567175777677,694.4896555918759,0.7519227486724656,2.6680686900631136,0.645909436714344
13,Temp_15_1,13,0.015523049887173918,130.42170720151267,0.3830792266254624,1.5309755254372164,0.9233820308705039,0.0,0.0,0.0,0.0,1.0000000000000002
14,Temp_2_5_2,14,0.00914628409936209,76.84533615874534,0.21410192747910817,1.2866929798534,0.9912036632559221,0.0,0.0,0.0,0.0,1.0000000000000002
15,Temp_5_2,15,0.02765734339409715,232.37172903097144,0.43626483014474315,2.283406957871019,0.8007089913034403,0.053537733802835455,556.4772654638938,0.6876326673353712,2.6845514934057504,0.8886068599190879
16,Temp_15_2,16,0.032672603501546375,274.5089887851661,0.5391735610552132,2.12385188354855,0.7730516479093431,0.028076427339992344,291.829563942566,0.8113859583934149,2.08592157878932,0.9816647152860277
17,Collapse,17,0.008796336744077978,73.90514516286898,0.2882257740323742,1.1837732488572184,1.0,0.0,0.0,0.0,0.0,1.0000000000000002
18,Polygon,18,0.010821758984845142,90.9223568812331,0.2204257510912915,1.5850518843827284,0.972729654015553,0.0,0.0,0.0,0.0,1.0000000000000002
19,Rim,19,0.011766012837270945,98.85579781971344,0.2780211818094055,1.605900581621653,0.9619078950307078,0.0,0.0,0.0,0.0,1.0000000000000002
20,Daytime,20,0.04881763369833227,410.1564560283537,0.06299647446721796,3.5348287781036554,0.6185670282352536,0.06176571637840945,641.9998477383323,0.060988761484622955,4.361886502514751,0.8350691261162525
