,Factors,Key,RC: 5_75,RG: 5_75,SE: 5_75,RC_Sum: 5_75,CS: 5_75
0,AirTemp_Avg,0,166.27203010125697,0.5582144246126215,1.3403987085575197,0.011333348732294541,0.9955268351814713
1,Net_SW_Wm2_Avg,1,11921.551417387953,2.742770225678881,4.731890114870827,0.81259066579603,0.81259066579603
2,Net_LW_Wm2_Avg,2,1543.5132163292046,1.8104730735222498,3.4815039998864337,0.10520815523158887,0.9177988210276189
3,SoilMoist(4),3,974.0788947999757,1.4048769523700078,2.4999362702865,0.06639466542155797,0.9841934864491768
4,WindSpd,4,65.62598689254914,0.1765124327192704,0.977146616740547,0.004473164818528473,0.9999999999999998
