,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K,Thresh,Remove
5_43,AirTemp_Avg+Net_SW_Wm2_Avg+Net_LW_Wm2_Avg+SoilMoist(4)+WindSpd,5,43,57.561180499177034,7.586908494187671,0.9264464058830247,0.6430458551908398,0,30,58.48762690506006,N/A
