,Factors,Key,RC: 5_43,RG: 5_43,SE: 5_43,RC_Sum: 5_43,CS: 5_43
0,AirTemp_Avg,0,190.43454984436252,0.571170761063695,1.9697599829500267,0.09468729334875521,1.0
1,Net_SW_Wm2_Avg,1,964.5708263280824,0.7213838140169779,3.132926642946321,0.47960100130371425,0.47960100130371425
2,Net_LW_Wm2_Avg,2,237.58154542136361,0.7741841650878389,2.7177188448481546,0.1181295804986472,0.9053127066512449
3,SoilMoist(4),3,375.82476005614734,0.855758751090616,2.488581265719247,0.18686645533725568,0.66646745664097
4,WindSpd,4,242.78267304500858,0.8827289701129,2.365819149983142,0.12071566951162765,0.7871831261525977
