,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K,Thresh,Remove
5_75,AirTemp_Avg+Net_SW_Wm2_Avg+Net_LW_Wm2_Avg+SoilMoist(4)+WindSpd,5,75,0.14718915713668695,0.3836523910217255,0.001498599611661868,0.9339281978002154,0,30,0.14868775674834883,N/A
