,Model,MSE,Size,Number,SE,Performance
99_99,wind_speed+PPFD_Avg+VPD+AirTC_Avg+VWC+Temp+Sedge+Grass+Shrub+Sparse+Upland,0.17173142353424503,99,99,0.030634609253695416,0
