,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K,Thresh,Remove
6_43,AirTemp_Avg+Net_SW_Wm2_Avg+Net_LW_Wm2_Avg+DSSM+NDVI+WindSpd,6,43,49.78806342250107,7.0560657184085995,0.7318161642957097,0.6912492856025219,0,30,50.519879586796776,N/A
5_43,Net_SW_Wm2_Avg+Net_LW_Wm2_Avg+DSSM+NDVI+WindSpd,5,43,51.27875931332672,7.160918887498078,0.6954434854066283,0.6820050332736836,0,30,51.974202798733344,N/A
