,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K,Thresh,Remove
6_75,AirTemp_Avg+Net_SW_Wm2_Avg+Net_LW_Wm2_Avg+DSSM+NDVI+WindSpd,6,75,0.12485023984319227,0.35334153427412446,0.0016761166680306098,0.943955923710776,0,30,0.12652635651122288,N/A
4_75,Net_SW_Wm2_Avg+Net_LW_Wm2_Avg+DSSM+NDVI,4,75,0.22081387896432425,0.4699083729455395,0.002327060610917198,0.9008787656800735,0,30,0.22314093957524145,N/A
