,Factors,Key,RC_Sum: 9_75,RC: 9_75,RG: 9_75,SE: 9_75,CS: 9_75,RC_Sum: 7_75,RC: 7_75,RG: 7_75,SE: 7_75,CS: 7_75
0,VPD,0,0.05046487224949677,707.9581239005195,1.145081675350666,2.208166611045258,0.8581117121584225,0.0637286082665872,948.8038046643991,1.3588314029574393,2.6290766698997614,0.8743824234340806
1,u*,1,0.030618389208121096,429.53714959326936,0.8359589703381061,1.8973658627794556,0.9243285661854579,0.009693423931917206,144.31756407349692,0.5149849003553391,1.028872294070604,0.9999999999999999
2,wind_speed,2,0.023553662665509394,330.42800047563816,0.5705742211639881,1.7774648259641264,0.9999999999999999,0.0,0.0,0.0,0.0,0.9999999999999999
3,PPFD_Avg,3,0.6464966537616573,9069.527726975088,2.84752607524395,4.527142524287964,0.6464966537616573,0.698482691827183,10399.144960542419,2.849581141658127,4.710668260929464,0.698482691827183
4,VWC_1,4,0.035598464818914266,499.4012913049334,1.0444803670048715,1.7337062984693783,0.8937101769773368,0.04881225752769186,726.7262994791375,1.085836604759097,1.7369081351101043,0.9231946809617724
5,Active_Layer_1,5,0.10525205095361226,1476.5527228803053,1.7577696216106413,2.7596856387048825,0.7517487047152696,0.11217112334031036,1670.025307214598,1.7797416740655898,2.71010514074203,0.8106538151674934
6,Temp_5_1,6,0.02736647970735743,383.91698557357586,0.4484148228913545,1.7923027006477215,0.9516950458928153,0.023314770542729773,347.11479816541896,0.9006218490004541,1.7641758331044837,0.9903065760680827
7,Temp_5_2,7,0.02475129144167518,347.22921256058623,0.5535392040759325,1.8192444282238138,0.9764463373344905,0.0,0.0,0.0,0.0,0.9999999999999999
8,Daytime,8,0.05589813519365616,784.1799088599305,0.08004379361867908,3.8244875891520373,0.8076468399089257,0.043797124563580515,652.0600331558308,0.0004779975861310959,3.377863649020564,0.9669918055253529
