,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K,Thresh,Remove
21_43,AirTC_Avg+VPD+u*+wind_speed+air_pressure+NR_Wm2_Avg+PPFD_Avg+Table_1+VWC_2+VWC_1+Active_Layer_1+Temp_2_5_1+Temp_5_1+Temp_15_1+Temp_2_5_2+Temp_5_2+Temp_15_2+Collapse+Polygon+Rim+Daytime,21,43,35.721898923079465,5.9767799794771985,0.628606309097204,0.7784777905792013,0,30,36.350505232176666,N/A
8_43,u*+wind_speed+NR_Wm2_Avg+Table_1+Active_Layer_1+Temp_15_1+Polygon+Rim,8,43,40.32451929070709,6.350158997277713,0.6165012598126334,0.7499355611989121,0,30,40.941020550519724,N/A
