,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K,Thresh,Remove
9_75,VPD+u*+wind_speed+PPFD_Avg+VWC_1+Active_Layer_1+Temp_5_1+Temp_5_2+Daytime,9,75,0.12347848140665124,0.35139505034455343,0.0016285119023570506,0.9445716929280754,0,50,0.1251069933090083,N/A
7_75,VPD+u*+PPFD_Avg+VWC_1+Active_Layer_1+Temp_5_1+Daytime,7,75,0.15126796650447863,0.3889318275796912,0.0018782926356838742,0.9320972593601705,0,50,0.1531462591401625,N/A
