,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K,Thresh,Remove
21_75,AirTC_Avg+VPD+u*+wind_speed+air_pressure+NR_Wm2_Avg+PPFD_Avg+Table_1+VWC_2+VWC_1+Active_Layer_1+Temp_2_5_1+Temp_5_1+Temp_15_1+Temp_2_5_2+Temp_5_2+Temp_15_2+Collapse+Polygon+Rim+Daytime,21,75,0.09389784872681763,0.30642755869343347,0.0021235135125188573,0.9578501554820846,0,30,0.09602136223933648,N/A
9_75,VPD+wind_speed+NR_Wm2_Avg+PPFD_Avg+Active_Layer_1+Temp_5_1+Temp_5_2+Temp_15_2+Daytime,9,75,0.13246984872928058,0.36396407615213977,0.0020518523821999616,0.9405355542969298,0,30,0.13452170111148054,N/A
