datetime,H,LE,fco2,fch4,Wind Spd,air pressure,Ta,Rn,PPFD,Water Table,Ts 2.5 cm Cent,Ts 5 cm Cent,Ts 15 cm Cent,Ts 2.5 cm Rim,Ts 5 cm Rim,Ts 15 cm Rim,Ts All Cent,Ts All Rim,VWC,Active Layer,24H Rain,Dir,ER,Time,DOY,VPD,u*
2017-06-30 05:00:00,-34.12743735066321,0.7735201991488746,0.1083616989147052,0.023530231461543386,5.881768003947592,101462.73611111111,8.23,-59.56,72.47,-0.139,5.319,6.183,5.466,5.408,2.656,2.16,0.21303999999999998,0.32183999999999996,49.78288036312234,0.25205645161290324,3.608224830031759e-16,92.98012252526902,,5,181,202.58337694345488,0.48850516088852863
2017-06-30 05:30:00,-24.043890412711455,-0.4524053605256174,,0.02486017965521117,5.406584271267945,101468.07305555555,8.18,-47.49,92.9,-0.139,5.09,5.84,5.25,4.985,2.555,1.851,0.20279999999999998,0.31912,49.78858601244285,0.2521428571428572,3.608224830031759e-16,94.1670510682177,,5,181,192.4869896864744,0.44265865812442196
2017-06-30 06:00:00,-15.872001311771522,3.4022636093257685,-0.05226946490668439,0.021884273147017703,5.409598558866232,101467.52083333333,8.17,-29.25,121.1,-0.139,4.857,5.766,5.0360000000000005,4.784,2.437,1.735,0.19360000000000002,0.32248,49.79429015179844,0.2522292626728111,3.608224830031759e-16,94.69581804343277,,6,181,178.24197665720217,0.43743007947601675
2017-06-30 06:30:00,-4.515043014074504,4.259404164380243,-0.23289683983638115,0.027066743050039622,5.860982085456006,101471.86972222223,8.33,-11.96,159.0,-0.139,4.6110000000000015,5.903,4.814,4.668,2.2880000000000003,1.679,0.18584000000000012,0.33791999999999994,49.79143827062735,0.25231566820276496,3.608224830031759e-16,98.18273733685429,,6,181,199.13803926365293,0.4738588948577285
2017-06-30 07:00:00,13.633721654561255,10.348063605981414,-0.579381700361693,0.03581774500108312,5.46715726297989,101472.84083333334,8.59,9.11,207.2,-0.139,4.327,6.2570000000000014,4.547,4.548,2.076,1.59,0.18008,0.37336000000000014,49.78858601244285,0.2524020737327189,3.608224830031759e-16,98.14175537678805,,7,181,224.54382799522355,0.4811839107396184
2017-06-30 07:30:00,25.870704711888163,8.672044543952063,-0.4478403911525112,0.03453869057009104,6.0129598343014115,101467.59888888888,8.91,37.5,266.5,-0.139,4.049,7.02,4.28,4.459,1.845,1.486,0.17632000000000006,0.44272,49.78858601244285,0.2524884792626728,3.608224830031759e-16,99.66416935744756,,7,181,255.8061090465036,0.473211668762335
2017-06-30 08:00:00,45.80063234046964,10.638478846756119,-0.6099002984192144,0.03365870122838093,6.252863648950138,101450.72666666667,8.97,71.95,337.3,-0.139,3.839,7.78,4.08,4.474,1.6569999999999998,1.464,0.17456000000000002,0.5052800000000001,49.78858601244285,0.25257488479262674,3.608224830031759e-16,99.86135411893736,,8,181,269.51819018466915,0.4932093337129441
2017-06-30 08:30:00,56.475018804905424,14.924765860283776,-0.5667147822749832,0.0312319971411888,6.361117119670718,101440.82972222222,9.24,113.7,419.0,-0.139,3.651,8.3,3.909,4.546,1.4680000000000002,1.475,0.17464,0.546,49.79143827062735,0.2526612903225807,3.608224830031759e-16,108.04543659172442,,8,181,314.26639313298983,0.5117561782724619
2017-06-30 09:00:00,70.38610382122467,22.303871786722976,-0.6280027894293755,0.03188618234814735,6.010016261763461,101421.83472222222,9.72,157.6,509.2,-0.139,3.415,8.55,3.69,4.475,1.2,1.325,0.1772,0.5780000000000001,49.79429015179844,0.2527476958525345,3.608224830031759e-16,109.25196202793894,,9,181,372.3978837119842,0.48478558552282347
2017-06-30 09:30:00,107.95796851601641,34.294519487713934,-1.0598446884465602,0.039647848338001467,5.820084604582159,101423.235,9.81,203.9,604.2,-0.139,3.2310000000000003,9.08,3.525,4.385,0.959,1.116,0.18176000000000003,0.63712,49.79143827062735,0.2528341013824885,3.608224830031759e-16,101.25830970791444,,9,181,373.9351234951132,0.5098757463706117
2017-06-30 10:00:00,105.78415351615756,27.325311960530797,-0.9147536355019705,0.030401681253591786,5.7877378732226346,101418.5038888889,10.23,252.8,701.0,-0.139,3.076,10.16,3.393,4.424,0.7120000000000001,0.938,0.18911999999999998,0.73776,49.78858601244285,0.2529205069124424,3.608224830031759e-16,102.00219797476463,,10,181,403.97737520610826,0.47077147238342004
2017-06-30 10:30:00,153.45009316421692,55.51368908326613,-1.4385598459763733,0.04448225211722526,6.451685685045332,101405.58111111111,10.47,299.4,797.4,-0.139,3.062,10.69,3.398,4.724,0.5760000000000001,0.939,0.19887999999999997,0.78008,49.78288036312234,0.2530069124423963,3.608224830031759e-16,100.78474375285666,,10,181,438.4722064464587,0.5353975345326406
