,Factors,Key,RC: 8_75,RG: 8_75,SE: 8_75,RC_Sum: 8_75,CS: 8_75
0,AirTemp_Avg,0,362.9601170098932,0.8880458575983843,2.041477970318084,0.020645826419599743,0.9942383757491958
1,Net_SW_Wm2_Avg,1,13303.342135966028,2.9591234819963574,5.749726347585991,0.7567181066679443,0.7567181066679443
2,Net_LW_Wm2_Avg,2,1773.8998218590025,1.9111151119073233,4.247797299625668,0.10090262288201109,0.8576207295499554
3,SoilMoist(4),3,609.1035096310211,1.1370216707388558,2.8405678144885136,0.03464690675936798,0.8922676363093234
4,Daytime,4,555.209153178439,0.47728730253875257,4.619655046131795,0.03158129851160087,0.9238489348209242
5,DSSM,5,493.24066835610154,1.0499779179692268,2.8793689995094445,0.02805641927234079,0.951905354093265
6,NDVI,6,381.2677080885622,0.8602445298184951,2.701251044154419,0.02168719523633095,0.973592549329596
7,WindSpd,7,101.29116508766471,0.29028834948937093,1.261682527168687,0.005761624250804245,1.0
