,Model,Size,Nodes,MSE,RMSE,SE,r2,Performance,K
8_43,AirTemp_Avg+Net_SW_Wm2_Avg+Net_LW_Wm2_Avg+SoilMoist(4)+Daytime+DSSM+NDVI+WindSpd,8,43,45.55797291279363,6.749664651876686,0.649959001500767,0.7174813453652116,0,30
