datetime,Model: PPFD_Avg+AirTC_Avg+Sedge+VWC+Grass,Model: PPFD_Avg,Model: AirTC_Avg,Model: Sedge,Model: VWC,Model: Grass,Model: PPFD_Avg+AirTC_Avg,Model: PPFD_Avg+Sedge,Model: PPFD_Avg+VWC,Model: PPFD_Avg+Grass,Model: PPFD_Avg+AirTC_Avg+Sedge,Model: PPFD_Avg+AirTC_Avg+VWC,Model: PPFD_Avg+AirTC_Avg+Grass,Model: PPFD_Avg+AirTC_Avg+Sedge+VWC,Model: PPFD_Avg+AirTC_Avg+VWC+Grass,BestModel: PPFD_Avg+AirTC_Avg+VWC
2016-07-18 03:00:00,2.2543414,2.0915856,-1.4834576,-1.5890836,-1.8296334,-1.9052773,2.343888,1.7907649,1.7384487,2.241584,2.078631,1.9559969,2.5643156,2.1041937,2.2660635,1.9562916
2016-07-18 03:30:00,2.2927024,2.1463032,-1.477193,-1.5984303,-1.8296115,-1.8962927,2.3927824,1.8673562,1.7901222,2.2717178,2.1598134,1.9915794,2.6258175,2.1376495,2.3075092,1.9918905
2016-07-18 04:00:00,2.2013881,2.1075115,-1.4650656,-1.7719506,-1.8295897,-1.9389724,2.3664734,2.1268628,1.7629551,2.2493412,2.4642541,1.9427158,2.552099,2.0752254,2.3007963,1.9428595
2016-07-18 04:30:00,1.985315,1.9076403,-1.4702842,-2.0626214,-1.8295752,-1.970418,2.2013888,2.1076775,1.596377,2.0213575,2.520068,1.7808841,2.344752,1.9372848,2.0635736,1.7811912
2016-07-18 05:00:00,1.7337841,1.629218,-1.4531045,-2.1460824,-1.8295605,-1.9988902,1.977121,1.8862649,1.3646432,1.7136966,2.3449795,1.5150038,2.0555801,1.6553134,1.7182392,1.515185
2016-07-18 05:30:00,1.4486727,1.4772578,-1.4146196,-2.2195587,-1.8295461,-2.0269542,1.8466448,1.640427,1.2398611,1.4365636,2.0782406,1.3336526,1.8129336,1.3791262,1.3894998,1.3337423
2016-07-18 06:00:00,1.4776846,1.6778105,-1.4154607,-2.2930348,-1.8295314,-2.0550182,2.0122542,1.7205027,1.4122561,1.5162202,2.0923667,1.525293,1.8122066,1.3970469,1.3934709,1.5254132
2016-07-18 06:30:00,1.0399679,1.4121507,-1.4151405,-2.3696134,-1.8295242,-2.0830822,1.7903315,1.5109204,1.1894566,1.1715041,1.7124823,1.2726659,1.3352047,1.0584067,0.9532052,1.272762
2016-07-18 07:00:00,0.847283,1.2956771,-1.4482411,-2.3937953,-1.8295169,-2.084917,1.6848172,1.3979112,1.0907739,1.0527285,1.564447,1.1403352,1.2255362,0.9245764,0.8443066,1.1403979
2016-07-18 07:30:00,0.5541214,0.95575964,-1.4611751,-2.3816807,-1.8295096,-2.0861387,1.385727,1.1314217,0.8026303,0.7269093,1.2964092,0.80756795,0.90464723,0.66647565,0.520527,0.807855
2016-07-18 08:00:00,0.8172363,1.2071592,-1.4589375,-2.3644567,-1.8295022,-2.0811865,1.5893446,1.3483127,1.0179306,0.98768175,1.5797495,1.0479647,1.1962491,0.90749586,0.80960524,1.0481244
2016-07-18 08:30:00,-1.4741874,-1.3621594,-1.4676685,-2.362356,-1.8295022,-2.0819113,-0.6600504,-0.70562994,-1.1231625,-1.3999318,-0.73318195,-1.1842996,-1.2032902,-1.2778113,-1.4984285,-1.1832927
2016-07-18 09:00:00,-0.6687119,-0.28526354,-1.4981079,-2.4327922,-1.8295022,-2.094519,0.30125678,0.10914887,-0.23815489,-0.45344353,0.06124807,-0.36279035,-0.24934757,-0.48254395,-0.6557574,-0.3625356
2016-07-18 09:30:00,-2.3541348,-2.1850698,-1.5377885,-2.391682,-1.8295096,-2.0844905,-1.5887102,-1.4829166,-1.8005819,-2.2371628,-1.5863767,-1.8592705,-2.0213678,-2.116861,-2.0436742,-1.8574884
2016-07-18 10:00:00,-2.8249428,-2.5805566,-1.6016304,-2.4102635,-1.8295169,-2.0882716,-2.1143904,-1.9122205,-2.0972512,-2.6414042,-2.047914,-2.137569,-2.4321885,-2.5245843,-2.351012,-2.1356235
2016-07-18 10:30:00,-2.4254324,-2.2499897,-1.6056952,-2.390703,-1.8295096,-2.0871692,-1.6869825,-1.5450636,-1.8534279,-2.3051913,-1.6615169,-1.9352864,-2.0750875,-2.1995788,-2.1161609,-1.933333
2016-07-18 11:00:00,-2.6245654,-2.3890548,-1.7200128,-2.4226773,-1.8295022,-2.0917523,-1.8769995,-1.7054833,-1.9536215,-2.4500365,-1.8609903,-2.0778885,-2.197579,-2.3674157,-2.244832,-2.0757546
2016-07-18 11:30:00,-3.1291382,-2.8435838,-1.677229,-2.4162729,-1.8294951,-2.09116,-2.4541428,-2.2203705,-2.310095,-2.9209971,-2.3656738,-2.3877883,-2.682159,-2.7937331,-2.60368,-2.3855572
2016-07-18 12:00:00,-3.276041,-2.914277,-1.7745264,-2.4697042,-1.8294878,-2.1060736,-2.5384443,-2.3388724,-2.3744528,-3.0290024,-2.5107114,-2.5190096,-2.7780457,-2.9105816,-2.7403786,-2.51669
2016-07-18 12:30:00,-2.6043065,-2.3543298,-1.8636862,-2.4304895,-1.8294878,-2.0944512,-1.842423,-1.6764343,-1.9322683,-2.4212697,-1.83889,-2.1526566,-2.1128292,-2.3580194,-2.2343318,-2.1505337
2016-07-18 13:00:00,-3.7633755,-3.2685795,-2.051361,-2.449382,-1.8294878,-2.0974965,-3.0076423,-2.863488,-2.7882068,-3.4185245,-2.9464831,-3.1060307,-3.0634198,-3.416591,-3.2510135,-3.105508
2016-07-18 13:30:00,-4.788803,-3.8358893,-2.1291618,-2.4270241,-1.8294878,-2.0916793,-3.9017503,-3.9591463,-3.7068267,-4.041416,-3.9726577,-3.9950175,-3.7667449,-4.587314,-4.0964956,-3.9944909
2016-07-18 14:00:00,-5.3164706,-4.141569,-2.08915,-2.482495,-1.8294878,-2.10315,-4.242415,-4.5267677,-4.214046,-4.380958,-4.5254374,-4.283782,-4.1637816,-5.039244,-4.476576,-4.283674
2016-07-18 14:30:00,-2.4043322,-2.2590532,-1.9313256,-2.3586073,-1.8294878,-2.0782576,-1.74393,-1.52884,-1.8633856,-2.294846,-1.5700338,-2.1085148,-1.9026933,-2.1440887,-2.1016176,-2.106488
2016-07-18 15:00:00,-0.55709016,-0.9868605,-1.4799411,-2.1683416,-1.8294878,-2.0618048,-0.3038702,-0.19248712,-0.8266708,-0.933727,0.1694026,-0.92052466,-0.7002106,-0.6015316,-1.0884132,-0.9196472
2016-07-18 15:30:00,-0.92250305,-2.2891946,-1.4600664,-1.718764,-1.8294951,-2.0453517,-1.7434343,-1.8218018,-1.885806,-2.2234292,-1.4082173,-1.631066,-2.1057549,-1.2692993,-1.7720836,-1.629523
2016-07-18 16:00:00,-1.6924144,-2.500185,-1.4844033,-1.5889747,-1.8295022,-1.7243224,-2.0963147,-2.309226,-2.0364585,-2.0816154,-1.9778472,-1.7394096,-1.8816533,-1.338235,-1.7245202,-1.7377617
2016-07-18 16:30:00,-3.4298136,-4.024,-1.4727693,-1.5889753,-1.8295387,-1.734073,-4.026241,-3.9370332,-3.9917681,-4.0675616,-3.793172,-3.2336397,-3.7588904,-3.232104,-3.2202053,-3.2338402
2016-07-18 17:00:00,-2.171401,-3.131307,-1.48133,-1.5890937,-1.8295752,-1.7512527,-3.0804281,-2.9750524,-2.556618,-2.8704245,-2.6702912,-2.2275066,-2.644361,-1.8939681,-2.121199,-2.2257895
2016-07-18 17:30:00,-3.0997937,-3.9373038,-1.5014956,-1.5906514,-1.8295678,-1.8173709,-3.9707158,-3.8480775,-3.8323724,-4.0710344,-3.7542572,-3.0904086,-3.8365831,-3.1171548,-2.985917,-3.090467
2016-07-18 18:00:00,-3.8210943,-4.5598307,-1.5150726,-1.5891929,-1.8295605,-1.7625427,-4.4729786,-4.493031,-4.852761,-4.5843277,-4.372462,-3.6364832,-4.3787374,-3.8119926,-3.593997,-3.6364763
2016-07-18 18:30:00,-3.2189455,-3.8840837,-1.5297413,-1.5890096,-1.8295387,-1.7287579,-4.0063915,-3.7957006,-3.7596025,-3.9039507,-3.8180702,-2.9609666,-3.7330601,-3.0588717,-2.9360476,-2.9609356
2016-07-18 19:00:00,-3.417127,-4.235972,-1.504496,-1.5902447,-1.8295169,-1.8230004,-4.335978,-4.1599584,-4.355914,-4.317511,-4.2536163,-3.243702,-4.3010125,-3.564351,-3.253711,-3.2435603
2016-07-18 19:30:00,-2.5156124,-3.4090188,-1.4888831,-1.5889977,-1.8295169,-1.7433188,-3.558201,-3.3306797,-3.0117643,-3.3449945,-3.4516683,-2.3881793,-3.2399058,-2.4564292,-2.3221633,-2.3881197
2016-07-18 20:00:00,-1.894262,-2.8767319,-1.4848485,-1.589029,-1.8295169,-1.7372762,-2.8871284,-2.7158675,-2.3333855,-2.5291755,-2.786419,-1.7748237,-2.5626664,-1.8474064,-1.7629424,-1.772989
2016-07-18 20:30:00,-3.2081974,-3.9120848,-1.4852762,-1.5890342,-1.8294951,-1.7474965,-4.090083,-3.8231595,-3.8293746,-3.9709954,-3.997548,-2.937448,-3.8896759,-3.1653845,-2.928137,-2.9373672
2016-07-18 21:00:00,-1.8384947,-2.8539004,-1.435811,-1.5889915,-1.8294731,-1.755557,-2.8724518,-2.691443,-2.3234773,-2.5232236,-2.827362,-1.7382088,-2.6188362,-1.8590367,-1.6875273,-1.7364887
2016-07-18 21:30:00,-2.7746997,-3.5154724,-1.4485,-1.5889747,-1.8294513,-1.687408,-3.6843824,-3.4351351,-3.2051759,-3.3972993,-3.6180353,-2.5324101,-3.2773843,-2.6555886,-2.5399885,-2.5324671
2016-07-18 22:00:00,-0.7971093,-1.492659,-1.4205842,-1.5889785,-1.8294295,-1.6977649,-1.4422282,-1.3135196,-1.2334999,-1.0720192,-1.4018092,-0.70991874,-1.2444907,-0.7282047,-0.6894958,-0.71023977
2016-07-18 22:30:00,0.033278473,-0.36523747,-1.4374584,-1.5889825,-1.8294077,-1.7081218,-0.28852117,-0.29315937,-0.29014885,-0.10006737,-0.33106148,0.18096328,-0.24460721,0.2234472,0.18491447,0.18044925
2016-07-18 23:00:00,0.7390338,0.57524097,-1.4448491,-1.5889751,-1.8293858,-1.6606272,0.62246597,0.49588573,0.5055355,0.6515657,0.50595343,0.9334699,0.55463064,0.9615828,0.8476461,0.9333941
2016-07-18 23:30:00,1.6867226,1.3725425,-1.4587699,-1.5890262,-1.8293712,-1.7612044,1.4124812,1.1773957,1.1951755,1.4691745,1.2594293,1.5955766,1.3105279,1.5868157,1.6644286,1.5955089
2016-07-19 00:00:00,2.0093508,1.6528932,-1.490532,-1.5938259,-1.8293567,-1.8966597,1.7281841,1.4350704,1.4407214,1.8720185,1.5816425,1.8108059,1.8731254,1.8053664,1.9800144,1.8108157
2016-07-19 00:30:00,2.1326597,1.7950767,-1.4874146,-1.5964427,-1.8293421,-1.8848758,1.8436443,1.5645283,1.5690838,1.9718336,1.7103852,1.9308034,1.9871355,1.9187988,2.097661,1.9310111
2016-07-19 01:00:00,2.2577713,1.9163865,-1.4655077,-1.5898434,-1.8293275,-1.8044982,1.9034337,1.6453887,1.6807636,1.9751891,1.7626516,2.0386503,1.9156066,2.0106971,2.1602576,2.038806
2016-07-19 01:30:00,2.3301585,1.983924,-1.4729487,-1.5913817,-1.8293129,-1.8291372,1.9753786,1.7074,1.7480766,2.061397,1.8380781,2.0873702,2.0449274,2.064231,2.2333047,2.0875459
2016-07-19 02:00:00,2.3468077,2.030297,-1.467066,-1.5925192,-1.8292984,-1.8595495,2.005423,1.7502431,1.7963794,2.135362,1.8754128,2.1242464,2.1316729,2.1021163,2.2892797,2.1244211
2016-07-19 02:30:00,2.327327,2.0965295,-1.488926,-1.5994385,-1.8292911,-1.8966402,2.1111042,1.8286945,1.8584594,2.236303,1.9894723,2.1659021,2.2733986,2.1587791,2.3368704,2.1660843
2016-07-19 03:00:00,2.3486912,2.1090379,-1.5015246,-1.6018887,-1.8292838,-1.8906854,2.157192,1.8467289,1.872599,2.2332814,2.030784,2.168445,2.3173954,2.1655123,2.3393056,2.1684604
2016-07-19 03:30:00,2.3159478,2.1201174,-1.500829,-1.6126397,-1.8292693,-1.9183638,2.164925,1.8809527,1.8884984,2.2695472,2.0705614,2.1746547,2.3312438,2.179199,2.3468692,2.1746178
2016-07-19 04:00:00,2.2851007,2.0810003,-1.5038433,-1.602558,-1.8292547,-1.9020329,2.13918,1.8257598,1.8598131,2.2313006,2.012698,2.1367464,2.3047554,2.1459687,2.313996,2.136721
2016-07-19 04:30:00,2.2779896,2.0591564,-1.5141581,-1.6020596,-1.8292328,-1.8965333,2.1501637,1.8057004,1.8494989,2.201708,2.0096943,2.1071665,2.31264,2.1266317,2.2885983,2.1072493
2016-07-19 05:00:00,2.28592,2.0819626,-1.5117134,-1.6034899,-1.829211,-1.8967367,2.1626477,1.8291761,1.8787209,2.22492,2.0303223,2.124165,2.3259113,2.146578,2.3070033,2.1241906
2016-07-19 05:30:00,2.1535535,2.0496974,-1.5079398,-1.593744,-1.829211,-1.9322026,2.1232789,1.7706085,1.8501567,2.2156518,1.9646522,2.0981758,2.283507,2.117505,2.2658174,2.0981958
2016-07-19 06:00:00,2.1251166,1.9735659,-1.5104516,-1.5963734,-1.829211,-1.9280963,2.0641563,1.7149323,1.7825645,2.1567955,1.9109665,2.0330703,2.2240503,2.059782,2.212283,2.0330946
2016-07-19 06:30:00,2.1521373,1.9231766,-1.5095525,-1.5992094,-1.8291892,-1.8984568,2.0174215,1.6816531,1.7468961,2.0995312,1.8744785,1.9863669,2.1787248,2.023551,2.1771123,1.9863893
2016-07-19 07:00:00,1.9142016,1.7052115,-1.5157846,-1.6088773,-1.8291672,-1.9300092,1.846093,1.5292267,1.5623835,1.9389621,1.7266041,1.7957364,2.000773,1.8609565,1.9843303,1.7957596
2016-07-19 07:30:00,1.9024171,1.6638588,-1.5035341,-1.5986739,-1.8291601,-1.9282354,1.7740508,1.4608647,1.5286828,1.9049715,1.6333357,1.763909,1.9334995,1.8212556,1.960745,1.7640136
2016-07-19 08:00:00,1.2295207,0.7627131,-1.5107986,-1.5964332,-1.8291527,-1.9411769,0.9963509,0.6803752,0.7377633,1.1682945,0.8291453,0.99433124,1.117741,1.1147586,1.1984447,0.9942366
2016-07-19 08:30:00,1.22043,0.7793323,-1.5048825,-1.607106,-1.8291309,-1.947512,0.99308217,0.7308451,0.7615458,1.1702293,0.8641614,1.0076588,1.1099983,1.1364444,1.2044362,1.0075144
2016-07-19 09:00:00,0.6470274,-0.023156876,-1.5000131,-1.6060406,-1.8291091,-1.9410017,0.20963562,0.05336214,0.06161476,0.53075755,0.11427308,0.3385843,0.34538352,0.5005859,0.5889274,0.3383726
2016-07-19 09:30:00,0.83599436,0.20827472,-1.4824793,-1.6073322,-1.8291018,-1.9312263,0.36384237,0.24995482,0.26319635,0.7217666,0.28334367,0.53392184,0.4916047,0.66777694,0.77589524,0.5337161
2016-07-19 10:00:00,-0.026908511,-0.81532687,-1.4653,-1.5983031,-1.8290945,-1.9272863,-0.66748,-0.6548233,-0.6140863,-0.17182684,-0.66468847,-0.30482733,-0.6052282,-0.17507958,-0.026829476,-0.30519736
2016-07-19 10:30:00,-0.7494645,-1.5670309,-1.4523438,-1.5995538,-1.8290799,-1.9287022,-1.4780613,-1.3586928,-1.2873445,-0.9394851,-1.3993851,-0.97303516,-1.4494344,-0.84639263,-0.6918824,-0.973601
2016-07-19 11:00:00,-1.129378,-1.9713936,-1.455683,-1.5947793,-1.8290653,-1.9306262,-1.8962647,-1.7734548,-1.6412363,-1.4425187,-1.8121691,-1.3777064,-1.8958005,-1.1923729,-1.0710667,-1.3784169
2016-07-19 11:30:00,-0.77603793,-1.6516844,-1.4643204,-1.5946234,-1.829058,-1.9396058,-1.5500468,-1.4568102,-1.360102,-1.0751041,-1.4674274,-1.0727797,-1.5662769,-0.9091747,-0.79527247,-1.0733513
2016-07-19 12:00:00,-0.6213137,-1.5221997,-1.4715753,-1.6010569,-1.8290508,-1.9502003,-1.4059241,-1.3082228,-1.2455641,-0.96745443,-1.3107624,-0.9509844,-1.4136794,-0.7876518,-0.68456507,-0.9515358
2016-07-19 12:30:00,-0.7046777,-1.6223115,-1.4854137,-1.5939857,-1.8290435,-1.9516664,-1.4853728,-1.4291826,-1.3334204,-1.0950043,-1.382299,-1.0568218,-1.4943537,-0.8511637,-0.7824625,-1.0573653
2016-07-19 13:00:00,-1.6417307,-2.59806,-1.4868135,-1.6574131,-1.8290362,-1.9560189,-2.5585656,-2.3180225,-2.2181756,-2.2964501,-2.38405,-1.9756367,-2.7144613,-1.8390542,-1.7208203,-1.974322
2016-07-19 13:30:00,-2.0757585,-3.0723245,-1.4401891,-1.6153991,-1.8290435,-1.9407364,-3.1207228,-2.8925092,-2.6751974,-2.967546,-3.030049,-2.3575835,-3.2974682,-2.2403104,-2.1557138,-2.3561385
2016-07-19 14:00:00,-2.2461576,-3.203859,-1.4133567,-1.6054645,-1.8290508,-1.9292983,-3.306551,-3.0728006,-2.8366232,-3.2143583,-3.21664,-2.489084,-3.4331026,-2.3758233,-2.3154776,-2.487589
2016-07-19 14:30:00,-3.1791716,-3.7879643,-1.4280789,-1.6019636,-1.8290362,-1.8946717,-3.9789948,-3.7016697,-3.8702567,-3.9555264,-3.9477289,-3.2195933,-4.053514,-3.3080468,-3.1979935,-3.2193708
2016-07-19 15:00:00,-1.6504785,-2.4907465,-1.4398626,-1.5958455,-1.8290217,-1.8762859,-2.458225,-2.2901363,-2.1224291,-2.1345732,-2.3914208,-1.8870199,-2.4845579,-1.7166431,-1.5908883,-1.8858631
2016-07-19 15:30:00,-2.4478555,-3.291389,-1.4553565,-1.5925776,-1.8290217,-1.8921276,-3.43322,-3.1940658,-3.0052903,-3.4339979,-3.3310456,-2.6659722,-3.4662578,-2.5166972,-2.5030253,-2.6644423
2016-07-19 16:00:00,-2.6121864,-3.4180963,-1.4747559,-1.6009294,-1.8290217,-1.9037372,-3.5732317,-3.3402748,-3.240269,-3.583987,-3.4787471,-2.8454452,-3.6417987,-2.724612,-2.7076669,-2.8450756
2016-07-19 16:30:00,-2.0708396,-2.9932282,-1.4162655,-1.6103792,-1.8289998,-1.9276872,-3.0369427,-2.8147986,-2.6139128,-2.8814895,-2.9664865,-2.3359823,-3.1868896,-2.1910348,-2.149147,-2.3346035
2016-07-19 17:00:00,-2.1721137,-3.069601,-1.378985,-1.6175348,-1.828978,-1.9198362,-3.1279442,-2.8880928,-2.696633,-3.005725,-3.0629096,-2.420111,-3.2759857,-2.2864108,-2.2589657,-2.418737
2016-07-19 17:30:00,-2.0595272,-2.8789306,-1.404734,-1.5919982,-1.8289707,-1.8391091,-2.9063287,-2.715061,-2.509349,-2.6567616,-2.8739781,-2.2671816,-2.8832216,-2.0925646,-2.105936,-2.265866
2016-07-19 18:00:00,-1.698523,-2.4639418,-1.4145588,-1.5894837,-1.8289634,-1.8090587,-2.4389222,-2.270769,-2.1062207,-2.0657036,-2.41021,-1.9219433,-2.3184254,-1.7312177,-1.6676447,-1.9208463
2016-07-19 18:30:00,-0.8452096,-1.4286668,-1.3729448,-1.5902088,-1.8289489,-1.8159775,-1.4347942,-1.2439897,-1.1432709,-0.94648176,-1.4327545,-0.9379534,-1.260664,-0.8463946,-0.7089176,-0.9389965
2016-07-19 19:00:00,-0.14990759,-0.5424403,-1.3780353,-1.589322,-1.8289342,-1.7836608,-0.5773331,-0.4442979,-0.33699,-0.14535034,-0.5826403,-0.1294502,-0.45550227,-0.07248067,0.0015412631,-0.12970924
2016-07-19 19:30:00,0.49095643,0.13350439,-1.3528651,-1.5898186,-1.8289196,-1.8293362,0.010217673,0.1281836,0.2634443,0.53817785,0.009448773,0.4290434,0.13228905,0.4701923,0.5855764,0.42882788
2016-07-19 20:00:00,0.4507519,0.06914175,-1.304543,-1.592594,-1.8289051,-1.8610563,-0.14282727,0.08419109,0.2121576,0.5319556,-0.1322769,0.36927903,0.0122037,0.35677564,0.5445143,0.36905277
2016-07-19 20:30:00,0.20301902,-0.19159544,-1.3050032,-1.5938978,-1.8288906,-1.8544226,-0.3653922,-0.12839472,-0.01130318,0.29885066,-0.37736166,0.14218724,-0.22419393,0.13395298,0.3233534,0.14190662
2016-07-19 21:00:00,-0.9189143,-1.5123395,-1.2956088,-1.5913382,-1.828876,-1.8288854,-1.59854,-1.326674,-1.2098941,-1.0165497,-1.6497438,-1.0712327,-1.4675944,-1.0489724,-0.8387894,-1.0720506
2016-07-19 21:30:00,0.19463229,-0.13380587,-1.3005359,-1.5892509,-1.828876,-1.7872175,-0.32069492,-0.09584927,0.044592865,0.23083246,-0.33961928,0.18345392,-0.19587171,0.17772818,0.3029803,0.18317473
2016-07-19 22:00:00,1.3846537,1.0992466,-1.2584321,-1.5919566,-1.828876,-1.8549216,0.7345809,0.9521345,1.140458,1.3721582,0.76887405,1.2326947,0.88326204,1.1995746,1.3713564,1.2325271
2016-07-19 22:30:00,0.79013693,0.6394917,-1.252199,-1.5889747,-1.8288833,-1.6572728,0.2841748,0.5504037,0.7283405,0.7037579,0.3111292,0.8410772,0.38467324,0.7827424,0.8577999,0.84084
2016-07-19 23:00:00,0.2371751,-0.1455828,-1.2501214,-1.5906252,-1.8288906,-1.835991,-0.39266825,-0.1009345,0.029209143,0.31026638,-0.44332778,0.17460978,-0.26174867,0.101487406,0.32950366,0.17432344
2016-07-19 23:30:00,1.0142051,0.86486614,-1.2498988,-1.588994,-1.828876,-1.7208229,0.49338067,0.74170506,0.93238294,0.98308337,0.5248121,1.0310582,0.5827843,0.9781133,1.0826551,1.0308727
2016-07-20 00:00:00,1.1745399,1.1286026,-1.2345977,-1.5889747,-1.8288615,-1.6285017,0.7151133,0.9672421,1.1715175,1.1013657,0.7525555,1.2522322,0.78512466,1.198783,1.2362489,1.2520624
2016-07-20 00:30:00,1.8007196,1.760938,-1.2156905,-1.5889763,-1.8288469,-1.6782207,1.286143,1.5113693,1.7363054,1.6724149,1.3126062,1.7884785,1.3209697,1.767234,1.7963716,1.7885882
2016-07-20 01:00:00,2.0538747,1.9241546,-1.195566,-1.5891268,-1.8288324,-1.7634753,1.4030048,1.6496087,1.8864413,1.9289957,1.438641,1.9205877,1.498758,1.8953246,1.9725314,1.9207083
2016-07-20 01:30:00,2.118392,2.090568,-1.1606157,-1.5889773,-1.8288032,-1.6907903,1.4932512,1.7895604,2.0449715,1.9615885,1.5459381,2.0492978,1.5620631,2.0025444,2.071918,2.0494277
2016-07-20 02:00:00,2.2761981,2.1059837,-1.1955957,-1.5963631,-1.8287741,-1.8808662,1.5780202,1.8266474,2.0696514,2.2202942,1.6137351,2.0498528,1.675099,2.0604072,2.184901,2.0499797
2016-07-20 02:30:00,2.303096,2.1246939,-1.2038473,-1.5921645,-1.8287886,-1.8508685,1.6122903,1.8287498,2.0807292,2.2017903,1.6275195,2.0718298,1.7175952,2.0837522,2.196849,2.0719597
2016-07-20 03:00:00,2.298321,2.1449213,-1.1472291,-1.5922347,-1.8288032,-1.8792831,1.5187789,1.846049,2.0931523,2.25023,1.5814589,2.094466,1.6355115,2.0367537,2.209235,2.0945582
2016-07-20 03:30:00,2.1053426,2.1003683,-1.1375825,-1.5889747,-1.8287959,-1.6759368,1.4565569,1.7978224,2.0564122,1.9486779,1.5179387,2.0514784,1.531361,1.9799861,2.0703285,2.051566
2016-07-20 04:00:00,2.1776886,2.0463889,-1.1275946,-1.5890841,-1.8287886,-1.8027478,1.384574,1.7526246,2.0113163,2.0795522,1.4497782,2.0003567,1.5454625,1.9160572,2.077499,2.000438
2016-07-20 04:30:00,2.132309,1.9964486,-1.12942,-1.5896738,-1.8287667,-1.8130786,1.3401409,1.7124022,1.975309,2.0524344,1.4069217,1.946859,1.508205,1.8679658,2.0299358,1.9469336
2016-07-20 05:00:00,2.033594,1.963816,-1.0789906,-1.5890323,-1.8287449,-1.7351054,1.2193214,1.6827713,1.9546431,1.9218174,1.2847184,1.9021436,1.3818766,1.7584969,1.9784459,1.9022094
2016-07-20 05:30:00,1.92845,1.9092513,-1.061493,-1.5889757,-1.8287231,-1.6758803,1.1495403,1.6365391,1.9145359,1.7914106,1.1993655,1.8424276,1.2666599,1.6765794,1.8848094,1.8424841
2016-07-20 06:00:00,1.6640586,1.576028,-1.040048,-1.5889869,-1.8287857,-1.7177687,0.83064044,1.3524173,1.6274146,1.5739831,0.8310853,1.5446635,0.96821415,1.3267936,1.6225864,1.5447115
2016-07-20 06:30:00,1.670653,1.6048297,-1.0697298,-1.588976,-1.828968,-1.7070218,0.8927423,1.3771724,1.6584526,1.5822488,0.91551197,1.5639418,1.0217129,1.3935708,1.6298205,1.5639702
2016-07-20 07:00:00,1.3542594,1.2606927,-1.0539242,-1.58898,-1.8291546,-1.7046747,0.5717634,1.0809602,1.3589038,1.2939199,0.5458046,1.261839,0.6924244,1.0423139,1.3307463,1.2616061
2016-07-20 07:30:00,0.4505316,0.20060587,-1.0394098,-1.5890533,-1.8294832,-1.7478049,-0.345533,0.18129969,0.42476356,0.447636,-0.44685507,0.3723973,-0.21374083,0.043287165,0.43749106,0.37169278
2016-07-20 08:00:00,0.024951464,-0.4252181,-1.0298078,-1.5896678,-1.8298464,-1.8722215,-0.8452766,-0.34198606,-0.12436127,0.11126042,-0.9614055,-0.15743983,-0.7130971,-0.46905327,-0.038156144,-0.15820837
2016-07-20 08:30:00,0.107759126,-0.17023242,-1.0430903,-1.588979,-1.8300296,-1.7196527,-0.64202297,-0.1271087,0.105692275,0.078027256,-0.74689543,0.043489583,-0.52259326,-0.25862515,0.108439215,0.04270924
2016-07-20 09:00:00,-0.3513199,-0.66185343,-1.038653,-1.5889748,-1.8302127,-1.6716325,-1.024172,-0.54973567,-0.33085072,-0.35975242,-1.1496587,-0.36725843,-0.92782587,-0.65533733,-0.31539333,-0.368052
2016-07-20 09:30:00,-1.7032226,-2.008409,-1.043417,-1.5889747,-1.8305789,-1.6486005,-2.1304083,-1.8176566,-1.6297626,-1.539267,-2.2748272,-1.5923134,-1.9198374,-1.7499378,-1.5271419,-1.5939082
2016-07-20 10:00:00,-1.2539775,-1.641091,-1.024554,-1.5889773,-1.8309451,-1.6973622,-1.8285912,-1.4608282,-1.2622147,-1.2157859,-1.9637982,-1.240136,-1.6536291,-1.4861007,-1.1574073,-1.2411612
2016-07-20 10:30:00,-1.8036829,-2.1715798,-1.0336813,-1.5889755,-1.8309451,-1.692009,-2.2747698,-1.9741044,-1.7966189,-1.7195138,-2.427985,-1.7565402,-2.073429,-1.8921806,-1.6741133,-1.7581697
2016-07-20 11:00:00,-2.8908782,-3.2474685,-1.0228325,-1.5889816,-1.8309451,-1.7334049,-3.4003851,-3.1402798,-3.148616,-3.0446072,-3.531955,-2.7413986,-3.2069209,-2.9407413,-2.8413668,-2.740108
2016-07-20 11:30:00,-2.889633,-3.2293189,-1.0422593,-1.5889747,-1.8315146,-1.7227048,-3.3684535,-3.1143765,-3.124839,-2.9911304,-3.4885764,-2.7553313,-3.1502838,-2.9143069,-2.8367164,-2.7539694
2016-07-20 12:00:00,-0.87479335,-1.2739935,-1.0469341,-1.5889761,-1.8320867,-1.7228456,-1.5045801,-1.0896294,-0.86215836,-0.85893434,-1.6358147,-0.9355172,-1.3630567,-1.1679169,-0.8418358,-0.936393
2016-07-20 12:30:00,-0.9982338,-1.335173,-1.0518168,-1.5889747,-1.8320867,-1.6778646,-1.5557009,-1.1491115,-0.9236181,-0.91979885,-1.6861964,-0.99578613,-1.4012253,-1.2194422,-0.9215821,-0.9966674
2016-07-20 13:00:00,-2.2125342,-2.6875224,-1.0783079,-1.5894762,-1.8320867,-1.8115981,-2.7629,-2.5090072,-2.4569337,-2.3655396,-2.8777823,-2.351555,-2.7568984,-2.3586123,-2.2667627,-2.3526745
